year,country,iso,ifs,cpi,narrowm,money,stir,ltrate
1970,Sweden,SWE,144,19.9275362319,11355.9,103316,7,7.3916666667
1971,Sweden,SWE,144,21.4097496706,12778.8,113576,5.9583333333,7.2341666667
1972,Sweden,SWE,144,22.6943346509,14111,126945,5,7.2925
1973,Sweden,SWE,144,24.209486166,15338,143239,5,7.385
1974,Sweden,SWE,144,26.6139657444,17277,155990,6.1666666667,7.785
1975,Sweden,SWE,144,29.2160737813,20084,175763,6.5833333333,8.7875
1976,Sweden,SWE,144,32.2463768116,22119,184701,6.2916666667,9.2808333333
1977,Sweden,SWE,144,35.9025032938,24372,202042,8,9.7375
1978,Sweden,SWE,144,39.5256916996,27521,238449,6.9166666667,10.0925
1979,Sweden,SWE,144,42.3583662714,30880,277532,7.25,10.1841666667
1980,Sweden,SWE,144,48.1225296443,33518,307439,10,11.7425
1981,Sweden,SWE,144,53.95256917,35993,349218,11.75,13.4875
1982,Sweden,SWE,144,58.5638998682,37985,376212,10.1666666667,13.0416666667
1983,Sweden,SWE,144,63.8010540184,41872,402521,11.2916666667,12.3625
1984,Sweden,SWE,144,68.906455863,45024,431523,11.9875,12.5875
1985,Sweden,SWE,144,73.9789196311,46006,428820,14.4925,13.1275
1986,Sweden,SWE,144,77.1080368906,50242,474260,9.7933333333,10.2925
1987,Sweden,SWE,144,80.3689064559,52043,494050,9.3483333333,11.685
1988,Sweden,SWE,144,85.046113307,54930,519650,10.0525,11.3483333333
1989,Sweden,SWE,144,90.5138339921,60419,571680,11.5116666667,11.18
1990,Sweden,SWE,144,100,61713,636460,13.4816666667,13.155
1991,Sweden,SWE,144,109.3214756258,64556,661790,11.47,10.6908333333
1992,Sweden,SWE,144,111.8247694335,64051,682850,13.3291666667,10.015
1993,Sweden,SWE,144,117.0289855072,66803,710060,8.5008333333,8.5391666667
1994,Sweden,SWE,144,119.5981554677,68594,712330,7.2691666667,9.5183333333
1995,Sweden,SWE,144,122.628458498,68303,749249.213,8.6016666667,10.2441666667
1996,Sweden,SWE,144,123.1884057971,71940,833597.779,5.66,8.0275
1997,Sweden,SWE,144,123.8471673254,74114,843265.338,4.1108333333,6.6175833333
1998,Sweden,SWE,144,123.6495388669,78085,976059.4586,4.1383333333,4.9576666667
1999,Sweden,SWE,144,124.2424242424,87325,1101014.6472,3.0729166667,5.0215833333
2000,Sweden,SWE,144,125.4611330698,88918,1168486.8899,3.9546083333,5.3429166667
2001,Sweden,SWE,144,128.5243741765,96727,1164603.0826,3.9956416667,5.1075
2002,Sweden,SWE,144,131.2911725955,95827,1261322.3857,4.066575,5.3033333333
2003,Sweden,SWE,144,133.8274044796,98425.6597,1304467.5398,3.0328333333,4.6383333333
2004,Sweden,SWE,144,134.3214756258,98198,1356733.9388,2.1091666667,4.425
2005,Sweden,SWE,144,134.9472990777,100374.39838596,1531347.498519,1.7166666667,3.3833333333
2006,Sweden,SWE,144,136.791831357,100762.9784176,1771277.38351515,2.3316666667,3.705
2007,Sweden,SWE,144,139.7562582345,100459,2090172,3.5525,4.1675
2008,Sweden,SWE,144,144.5981554677,99409,2258799,3.905,3.8883333333
2009,Sweden,SWE,144,144.2028985507,100072,2188392,0.3991666667,3.25
2010,Sweden,SWE,144,146.04743083,96394,2235252,0.5041666667,2.8933333333
2011,Sweden,SWE,144,149.8682476943,92246,2378587,1.6541666667,2.6058333333
2012,Sweden,SWE,144,151.185770751,88002,2425171,1.2533333333,1.5925
2013,Sweden,SWE,144,151.1198945982,82359,2465921,0.925,2.1208333333
1870,USA,USA,111,9.612073,0.63,1.81,5.72,5.4335566188
1871,USA,USA,111,9.106174,0.64,2.04,5.56,5.3566666667
1872,USA,USA,111,9.106174,0.64,2.24,8.38,5.5616666667
1873,USA,USA,111,9.106174,0.65,2.31,14.24,5.4791666667
1874,USA,USA,111,8.600276,0.66,2.39,3.43,5.1033333333
1875,USA,USA,111,8.347326,0.63,2.52,3.11,4.63
1876,USA,USA,111,8.094378,0.62,2.52,3.35,4.4616666667
1877,USA,USA,111,8.094378,0.62,2.47,3.87,4.3491666667
1878,USA,USA,111,7.335529,0.62,2.34,4.22,4.23
1879,USA,USA,111,7.08258,0.66,2.46,5.44,4.0366666667
1880,USA,USA,111,7.335529,0.78,2.85,4.86,3.7266666667
1881,USA,USA,111,7.335529,0.89,3.35,5.76,3.6266666667
1882,USA,USA,111,7.335529,0.94,3.59,4.78,3.6291666667
1883,USA,USA,111,7.08258,0.97,3.79,3.71,3.6208333333
1884,USA,USA,111,6.829631,0.99,3.81,3.03,3.5283333333
1885,USA,USA,111,6.829631,1.01,3.94,1.66,3.3825
1886,USA,USA,111,6.829631,0.99,4.22,4.03,3.5075
1887,USA,USA,111,6.829631,1.04,4.46,5.01,3.6575
1888,USA,USA,111,6.829631,1.08,4.62,2.51,3.4683333333
1889,USA,USA,111,6.829631,1.1,4.87,4.48,3.4225
1890,USA,USA,111,6.829631,1.14,5.25,5.84,3.6033333333
1891,USA,USA,111,6.829631,1.2,5.52,3.42,3.6016666667
1892,USA,USA,111,6.829631,1.26,5.89,3.08,3.7375
1893,USA,USA,111,6.829631,1.28,5.76,4.57,3.7041666667
1894,USA,USA,111,6.576682,1.29,5.83,1.07,3.48
1895,USA,USA,111,6.323732,1.23,6.07,1.88,3.5883333333
1896,USA,USA,111,6.323732,1.19,6.02,4.28,3.4166666667
1897,USA,USA,111,6.323732,1.27,6.34,1.75,3.3541666667
1898,USA,USA,111,6.323732,1.38,7.08,2.18,3.1208333333
1899,USA,USA,111,6.323732,1.49,7.99,5.08,3.1458333333
1900,USA,USA,111,6.323732,1.61,8.62,2.94,3.1041666667
1901,USA,USA,111,6.323732,1.72,9.6,4,3.1733333333
1902,USA,USA,111,6.576682,1.78,10.42,5.15,3.29
1903,USA,USA,111,6.829631,1.87,11.05,3.71,3.3916666667
1904,USA,USA,111,6.829631,1.99,11.71,1.78,3.4733333333
1905,USA,USA,111,6.829631,2.04,12.82,4.44,3.4341666667
1906,USA,USA,111,6.829631,2.17,13.81,6.54,3.65
1907,USA,USA,111,7.08258,2.33,14.45,7.01,3.8533333333
1908,USA,USA,111,6.829631,2.53,14.38,1.92,3.7691666667
1909,USA,USA,111,6.829631,2.56,15.71,2.71,3.8975
1910,USA,USA,111,7.08258,2.6,16.5,2.98,3.9741666667
1911,USA,USA,111,7.08258,2.69,17.43,2.57,4.0075
1912,USA,USA,111,7.335529,2.52,18.59,3.52,4.4133333333
1913,USA,USA,111,7.512594,2.79,19.31,3.22,4.1841666667
1914,USA,USA,111,7.613774,2.89,20.07,3.43,4.2333333333
1915,USA,USA,111,7.689659,2.99,21.41,1.92,4.0658333333
1916,USA,USA,111,8.271441,3.4,24.91,2.62,4.215
1917,USA,USA,111,9.713253,4.07,28.62,3.43,4.5416666667
1918,USA,USA,111,11.40801,5.634,31.07,5.28,4.5058333333
1919,USA,USA,111,13.10277,5.921,35.74,6.32,4.9308333333
1920,USA,USA,111,15.17696,6.136,39.83,7.74,5.08
1921,USA,USA,111,13.55808,5.253,38.11,5.97,4.3658333333
1922,USA,USA,111,12.69805,5.49,39.49,4.29,4.355
1923,USA,USA,111,12.92571,5.728,42.7,4.86,4.085
1924,USA,USA,111,12.951,5.99,45.11,3.08,3.8766666667
1925,USA,USA,111,13.27984,6.039,49.01,4.18,3.695
1926,USA,USA,111,13.40631,6.039,50.93,4.5,3.3683333333
1927,USA,USA,111,13.15336,6.113,52.6,4.06,3.3308333333
1928,USA,USA,111,12.9763,6.043,54.84,6.04,3.5775
1929,USA,USA,111,12.9763,6.008,55.2,7.61,3.3158333333
1930,USA,USA,111,12.64746,5.914,54.49,2.94,3.3358333333
1931,USA,USA,111,11.53449,6.29,51.94,1.74,3.6516666667
1932,USA,USA,111,10.34563,6.68,45.49,2.05,3.3408333333
1933,USA,USA,111,9.814432,7.213,41.52,1.16,3.1358333333
1934,USA,USA,111,10.14327,8.519,44.18,1,2.8175
1935,USA,USA,111,10.39622,10.324,49.35,0.56,2.6616666667
1936,USA,USA,111,10.4974,10.417,54.09,0.91,2.6775
1937,USA,USA,111,10.87682,9.417,56.34,1,2.57
1938,USA,USA,111,10.67446,11.816,56.37,1,2.3766666667
1939,USA,USA,111,10.52269,14.523,60.35,1,2.2225
1940,USA,USA,111,10.62387,17.415,66.38,1,2.21
1941,USA,USA,111,11.15506,16.967,73.7,1,1.95
1942,USA,USA,111,12.34393,20.964,82.73,1,2.46
1943,USA,USA,111,13.10277,24.705,102.8,1,2.47
1944,USA,USA,111,13.33043,29.692,121.58,1,2.48
1945,USA,USA,111,13.63397,33.731,143.89,1,2.37
1946,USA,USA,111,14.79753,34.192,157.69,1.16,2.24
1947,USA,USA,111,16.92231,34.525,166.76,1.38,2.39
1948,USA,USA,111,18.23764,33.826,172.4959726855,1.55,2.44
1949,USA,USA,111,18.6771,33.324,174.0730104965,1.63,2.19
1950,USA,USA,111,18.41343,33.178,179.8396707814,1.63,2.39
1951,USA,USA,111,19.88562,34.646,187.8245354133,2.17,2.7
1952,USA,USA,111,20.32508,36.157,200.7149674463,2.48,2.75
1953,USA,USA,111,20.4789,36.531,212.4365667644,3.06,2.79
1954,USA,USA,111,20.56679,36.827,224.4719254652,3.05,2.40167
1955,USA,USA,111,20.50087,37.199,237.8275552791,1.78,2.81667
1956,USA,USA,111,20.80849,37.8,248.1035973698,2.73,3.1825
1957,USA,USA,111,21.52079,37.843,259.9773349392,3.11,3.6475
1958,USA,USA,111,22.10857,38.713,276.8012073634,1.57,3.31583
1959,USA,USA,111,22.31365,39.07,295.425,3.3,4.33333
1960,USA,USA,111,22.65057,39.561,304.3083333333,3.22,4.11667
1961,USA,USA,111,22.8941,40.758,324.8166666667,1.96,3.8825
1962,USA,USA,111,23.14962,42.282,350.075,2.68,3.94583
1963,USA,USA,111,23.43068,44.721,379.575,3.18,4.0025
1964,USA,USA,111,23.7373,47.039,409.35,3.5,4.18667
1965,USA,USA,111,24.13335,49.944,442.5083333333,4.07,4.2825
1966,USA,USA,111,24.85518,52.188,471.3583333333,5.11,4.92333
1967,USA,USA,111,25.54507,55.543,503.5916666667,4.22,5.07333
1968,USA,USA,111,26.62249,59.428,545.3083333333,5.66,5.64583
1969,USA,USA,111,28.06401,62.029,578.6583333333,8.22,6.67083
1970,USA,USA,111,29.71847,66.215,601.4,7.18,7.34833
1971,USA,USA,111,30.98327,71.023,674.3916666667,4.66,6.15917
1972,USA,USA,111,32.00745,77.044,758.1333333333,4.43,6.21
1973,USA,USA,111,33.99834,83.477,831.8,8.73,6.8425
1974,USA,USA,111,37.75014,91.442,880.6666666667,10.5,7.55667
1975,USA,USA,111,41.19746,96.743,963.6666666667,5.82,7.9875
1976,USA,USA,111,43.56097,102.95,1086.5916666667,5.04,7.61083
1977,USA,USA,111,46.38654,112.061,1221.3833333333,5.54,7.41917
1978,USA,USA,111,49.93393,121.816,1322.4083333333,7.93,8.41
1979,USA,USA,111,55.55951,131.347,1425.7666666667,11.19,9.4425
1980,USA,USA,111,63.06525,141.483,1540.35,13.35,11.46
1981,USA,USA,111,69.57076,150.002,1679.5916666667,16.39,13.9108
1982,USA,USA,111,73.85675,163.019,1831.4416666667,12.24,13.0008
1983,USA,USA,111,76.22935,180.178,2054.7833333333,9.09,11.105
1984,USA,USA,111,79.52038,192.726,2219.3166666667,10.23,12.4383
1985,USA,USA,111,82.35219,211.081,2416.6666666667,8.1,10.6233
1986,USA,USA,111,83.8829,232.33,2613.5333333333,6.8,7.6825
1987,USA,USA,111,87.02086,248.728,2783.7666666667,6.66,8.38417
1988,USA,USA,111,90.5096,266.117,2933.4333333333,7.57,8.84583
1989,USA,USA,111,94.8785,276.953,3056.0833333333,9.21,8.49917
1990,USA,USA,111,100,304.07,3223.5833333333,8.1,8.55
1991,USA,USA,111,104.235,330.553,3342.1833333333,5.69,7.85833
1992,USA,USA,111,107.3921,365.544,3403.6166666667,3.52,7.01
1993,USA,USA,111,110.5619,405.32,3437.95,3.02,5.87333
1994,USA,USA,111,113.4447,434.788,3482.1416666667,4.21,7.08
1995,USA,USA,111,116.6273,455.109,3552.7833333333,5.83,6.58
1996,USA,USA,111,120.0459,479.042,3722.9166666667,5.3,6.43833
1997,USA,USA,111,122.852573142,509.573,3909.975,5.46,6.3525
1998,USA,USA,111,124.7531024485,541.643,4189.125,5.35,5.26417
1999,USA,USA,111,127.4889379852,628.121,4497.1,4.97,5.63667
2000,USA,USA,111,131.7814905272,612.766,4769.5333333333,6.24,6.02917
2001,USA,USA,111,135.4937751153,665.58,5179.5666666667,3.88,5.0175
2002,USA,USA,111,137.6562557662,714.044,5562.5166666667,1.67,4.61083
2003,USA,USA,111,140.8195965237,752.954,5950.0666666667,1.13,4.015
2004,USA,USA,111,144.5766633589,787.956,6235.9,1.35,4.27417
2005,USA,USA,111,149.4431138476,815.432,6504.35,3.22,4.29
2006,USA,USA,111,154.2581709757,837.701,6846.4583333333,4.97,4.79167
2007,USA,USA,111,158.6869230645,847.359,7268.35,5.02,4.62917
2008,USA,USA,111,164.7408291794,1669.26,7765.4666666667,1.92,3.66667
2009,USA,USA,111,164.213658526,2017.338,8392.2833333333,0.16,3.25667
2010,USA,USA,111,166.9018361161,2009.34,8601.5333333333,0.18,3.21417
2011,USA,USA,111,172.1425537701,2603.702,9229.525,0.1,2.78583
2012,USA,USA,111,175.7196760374,2657.124,10019.6166666667,0.14,1.8025
2013,USA,USA,111,178.2974836849,3685.277,10691.7333333333,0.11,2.35083
