year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy
1899,Spain,ESP,184,18484,1755.9510928371,12.0483067247,13.82,9717.761,0.0863888
1900,Spain,ESP,184,18566,1786.2759883658,12.243084958,13.7,10257.73,0.1066327
1901,Spain,ESP,184,18659,1901.0129160191,12.9974625047,15.42,10786.24,0.0777135
1902,Spain,ESP,184,18788,1833.0849478391,12.5161056698,14.55,10422.38,0.0691761
1903,Spain,ESP,184,18919,1828.8493049316,12.4817452163,14.68,11152.51,0.0713491
1904,Spain,ESP,184,19050,1810.2362204724,12.3219484085,14.14,11756.99,0.0732347
1905,Spain,ESP,184,19133,1777.2957717033,12.1187870525,13.94,11338.49,0.0675679
1906,Spain,ESP,184,19316,1851.3149720439,12.6673123642,14.66,11564.94,0.0697078
1907,Spain,ESP,184,19450,1896.4010282776,12.9418855061,14.75,12036.4,0.0772645
1908,Spain,ESP,184,19585,1957.161092673,13.3306140101,15.55,11950.55,0.0727681
1909,Spain,ESP,184,19721,1977.4859287054,13.4781983675,15.22,12212.34,0.0768762
1910,Spain,ESP,184,19858,1895.1052472555,12.9920807469,14.07,11687.25,0.0892963
1911,Spain,ESP,184,19994,2017.2051615485,13.7544274349,15.11,12618.94,0.088185
1912,Spain,ESP,184,20128,1988.6724960254,13.5311879825,14.12,12840.85,0.1031289
1913,Spain,ESP,184,20263,2055.61861521,14.0782643595,14.87,13789.12,0.1069498
1914,Spain,ESP,184,20398,2013.6778115502,13.7039217081,14,13727.52,0.0954136
1915,Spain,ESP,184,20535,2032.9194058924,13.6899498369,12.96,15115.09,0.0739711
1916,Spain,ESP,184,20673,2113.2394911237,14.1988364327,14.62,17441.48,0.0726336
1917,Spain,ESP,184,20811,2073.4227091442,13.906462092,14.47,18982.46,0.0763437
1918,Spain,ESP,184,20950,2045.0596658711,13.6612816272,14.92,23025.67,0.0762622
1919,Spain,ESP,184,21091,2044.0946375231,13.7216194115,14.39,24822.72,0.0736948
1920,Spain,ESP,184,21232,2177.1853805577,14.6906462972,16.29,29390.02,0.0819695
1921,Spain,ESP,184,21411,2212.4141796273,15.0389081224,15.37,27070.71,0.1072439
1922,Spain,ESP,184,21628,2283.613833919,15.5426199512,17.4,27477.17,0.1020319
1923,Spain,ESP,184,21847,2289.9253902138,15.6619500803,17.69,27515.42,0.1045702
1924,Spain,ESP,184,22069,2331.0072953011,16.0520240237,17.62,30136.3,0.1196597
1925,Spain,ESP,184,22292,2450.5203660506,16.8257551993,19.08,31985.91,0.1082529
1926,Spain,ESP,184,22518,2416.9109157119,16.6167981041,17.85,31223.08,0.1297314
1927,Spain,ESP,184,22747,2599.9032839495,17.8888593506,20.6,33484.85,0.1297707
1928,Spain,ESP,184,22977,2583.9317578448,17.8778888444,19.38,32702.3,0.159595
1929,Spain,ESP,184,23210,2738.9056441189,18.862957508,20.85,35205.91,0.1690301
1930,Spain,ESP,184,23445,2620.3881424611,17.9421594517,18.75,35229.17,0.1666951
1931,Spain,ESP,184,23675,2528.8701161563,17.2858954891,19.19,34575.91,0.1179524
1932,Spain,ESP,184,23897,2559.4426078587,17.5854110084,20.12,34595.64,0.1011544
1933,Spain,ESP,184,24122,2485.9464389354,17.0601721485,19.02,33015.22,0.1196115
1934,Spain,ESP,184,24349,2555.7928457021,17.5082034833,20.21,36379.7,0.109017
1935,Spain,ESP,184,24579,2582.7739126897,17.7311324497,20.32,37597.13,0.1107906
1936,Spain,ESP,184,24810,1988.8351471181,13.5618226037,11.64,30517.26,0.1160088
1937,Spain,ESP,184,25043,1807.7706345087,12.3302280359,10.96,31983.29,0.0900319
1938,Spain,ESP,184,25279,1790.221132165,12.1828506691,11.56,36283.22,0.0794317
1939,Spain,ESP,184,25517,1914.6451385351,13.0077085435,13.08,41826.04,0.0718151
1940,Spain,ESP,184,25757,2080.4053267073,14.0719511436,15.56,52061.57,0.0811689
1941,Spain,ESP,184,25979,2029.5623388121,14.0217559029,14.49,57531.9,0.1138792
1942,Spain,ESP,184,26182,2126.2699564586,14.7555378765,15.12,69327.59,0.1205869
1943,Spain,ESP,184,26387,2187.5923750332,15.3238307985,14.28,74628.6,0.1170628
1944,Spain,ESP,184,26594,2271.4522072648,15.8372711894,15.27,86190.41,0.1013681
1945,Spain,ESP,184,26802,2101.5595851056,14.5129447952,13.3,85515.45,0.1101253
1946,Spain,ESP,184,27012,2178.8094180364,15.0023742668,16.52,108187.5,0.1089545
1947,Spain,ESP,184,27223,2197.5168056423,15.1828701429,16.05,125709.4,0.1269079
1948,Spain,ESP,184,27437,2185.7345919744,15.10628359,14.48,135689,0.1639729
1949,Spain,ESP,184,27651,2154.8226103938,14.9859185074,14.36,145457.3,0.1539706
1950,Spain,ESP,184,28062.96,2188.9705659378,15.1766604224,15.35,179484,0.1480117
1951,Spain,ESP,184,28298.01,2386.4929017977,16.4550348848,17.72,228459,0.1133036
1952,Spain,ESP,184,28549.87,2558.4704939112,17.7203689341,17.54,251201.5,0.1282623
1953,Spain,ESP,184,28804.13,2527.6238183638,17.5657468934,16.93,271524.6,0.1359256
1954,Spain,ESP,184,29060.41,2695.5914219113,18.664349947,17.68,336800,0.1680293
1955,Spain,ESP,184,29318.74,2778.3249248902,19.1256286856,18.21,375800,0.2003232
1956,Spain,ESP,184,29579.14,2977.8754231614,20.5296464929,19.48,431600,0.229657
1957,Spain,ESP,184,29841.61,3046.1154011308,21.0306674428,21.82,506000,0.2171976
1958,Spain,ESP,184,30106.19,3149.8175723875,22.1724280539,23.39,581700,0.2087417
1959,Spain,ESP,184,30372.88,3050.451888374,21.8752929275,23.75,603500,0.1885183
1960,Spain,ESP,184,30641.19,3071.6499331439,22.0542363736,22.64,620700,0.1894785
1961,Spain,ESP,184,30903.89,3436.0394842152,24.7078569383,25.11,707000,0.1960568
1962,Spain,ESP,184,31158.06,3799.5304008167,27.1025321577,27.27,817000,0.1977699
1963,Spain,ESP,184,31429.83,4151.3741370699,29.7215852783,30.29,964200,0.1976103
1964,Spain,ESP,184,31740.86,4514.9372439854,31.2251656045,31.41,1202200,0.2083876
1965,Spain,ESP,184,32084.51,4762.2355846408,33.3095617891,33.49,1398800,0.2191406
1966,Spain,ESP,184,32451.97,5059.7536821719,35.4153815095,35.44,1618400,0.2219764
1967,Spain,ESP,184,32850.27,5334.1105972477,36.8814965219,37.75,1817800,0.2248814
1968,Spain,ESP,184,33239.3,5588.1740714102,38.642676754,39.29,2037400,0.2315489
1969,Spain,ESP,184,33566.09,6032.0411520152,42.054814679,41.8,2317000,0.2347707
1970,Spain,ESP,184,33876.48,6319.1336974542,43.4618338513,43.47,2630100,0.2345622
1971,Spain,ESP,184,34195.05,6618.4713953971,45.2663786316,45.29,2968000,0.2163998
1972,Spain,ESP,184,34513.16,7099.2917745205,48.6136249773,48.7,3483300,0.2303385
1973,Spain,ESP,184,34836.71,7661.342131101,51.8891490511,51.99,4199100,0.2476583
1974,Spain,ESP,184,35184.29,8149.4332967441,54.3021429461,54.14,5143100,0.2635897
1975,Spain,ESP,184,35563.54,8346.3019072767,54.0279837856,54.55,6038500,0.2511173
1976,Spain,ESP,184,35996.78,8599.2691568524,55.1709863408,56.95,7266700,0.2387262
1977,Spain,ESP,184,36439,8833.0634759461,56.0771915539,57.13,9219700,0.232024
1978,Spain,ESP,184,36861.04,9022.997021733,56.2635866646,56.99,11284800,0.2216906
1979,Spain,ESP,184,37200.02,9068.0879851282,55.782333325,57.22,13201400,0.2134078
1980,Spain,ESP,184,37488.36,9202.5097923729,56.089921481,57.14,15862495.83072,0.2214597
1981,Spain,ESP,184,37750.8,9185.7126206597,55.4583929051,55.87,17797701.44724,0.2187644
1982,Spain,ESP,184,37983.31,9293.0026372109,56.0301011734,55.51,20467200.0951,0.2161901
1983,Spain,ESP,184,38184.16,9477.802919671,57.0108230327,55.41,23304999.84582,0.2079708
1984,Spain,ESP,184,38362.86,9570.9754285532,57.6199966147,55.07,26298102.62508,0.1872624
1985,Spain,ESP,184,38534.85,9721.7705748093,58.9218645197,56.82,29221601.14896,0.1917914
1986,Spain,ESP,184,38707.55,9997.9962568549,60.63709282,58.55,33454399.42614,0.1948017
1987,Spain,ESP,184,38880.7,10520.0518241672,63.9161357354,61.8,37409000.31132,0.2096049
1988,Spain,ESP,184,39053.88,11045.9956591766,67.0794708587,64.71,41648199.45792,0.2295815
1989,Spain,ESP,184,39214.52,11581.576550096,70.1240968249,68.23,46669901.97936,0.2465157
1990,Spain,ESP,184,39350.77,12054.8085844318,72.6241303023,70.6,51982701.79938,0.2514504
1991,Spain,ESP,184,39461.42,12327.0617225635,74.0784468458,72.45,57003497.51712,0.2463118
1992,Spain,ESP,184,39549.44,12412.9786716012,74.3427739488,73.82,61394201.09988,0.2275086
1993,Spain,ESP,184,39627.59,12258.5119721881,73.2464477928,71.95,63517299.77076,0.208888
1994,Spain,ESP,184,39690.97,12528.4741970611,74.6980734574,72.41,67554497.99406,0.2107386
1995,Spain,ESP,184,39749.71,13132.089986322,76.5521925064,73.39,74408651.13,0.2198548
1996,Spain,ESP,184,39803.83,13423.0435232453,78.2252982025,74.89,78842838.03,0.2162356
1997,Spain,ESP,184,39855.44,13912.0580626473,81.0450287909,77.08,83845399.506,0.2193433
1998,Spain,ESP,184,39906.23,14483.2740266842,84.3822360885,80.49,87847648.35,0.229305
1999,Spain,ESP,184,39953.26,15093.2485893672,87.9511694564,84.27,98885861.976,0.2419495
2000,Spain,ESP,184,40016.08,15723.5687008796,91.6502999644,87.65,107526952.5,0.255387
2001,Spain,ESP,184,40087.11,16118.6969341648,93.9528643296,89.64,116391665.808,0.2600937394
2002,Spain,ESP,184,40152.52,16319.8838797962,95.1241211131,90.81,124671033.168,0.2628904997
2003,Spain,ESP,184,40217.41,16553.1871506908,96.4795996052,91.97,133686492.192,0.2720277059
2004,Spain,ESP,184,40280.78,16822.7506595324,98.0531427825,94.34,143328228.12,0.2805808671
2005,Spain,ESP,184,40341.46,17144.8390630045,100,96.72,154833154.476,0.2941213991
2006,Spain,ESP,184,40397.84,17551.5855216146,102.4280155674,100,167712761.964,0.3056810076
2007,Spain,ESP,184,40448.19,17848.9431040325,104.3390845853,99.97,179831153.502,0.3069008442
2008,Spain,ESP,184,40491.05,17734.0291528907,103.8336571599,97.14,185721217.902,0.2868628814
2009,Spain,ESP,184,40830.0677728726,16928.0226217641,99.2399422337,91.28,179536151.124,0.2363142782
2010,Spain,ESP,184,41000.8975077746,16797.4274695114,98.7977242545,91.0888856889,179848790.418,0.222337943
2011,Spain,ESP,184,41154.1159298001,16909.2228695401,97.8392449746,88.6292319566,178889408.742,0.2071006483
2012,Spain,ESP,184,41180.5328991149,16758.9373694508,95.7334637899,85.4621174625,175563518.988,0.1919286843
2013,Spain,ESP,184,41028.1950427332,16806.9912721637,94.8708389168,83.1165512173,174569029.866,0.1772073573
1870,Finland,FIN,172,1768.769,1139.6807297606,5.046735161,5.3416,3.727,0.124
1871,Finland,FIN,172,1803.845,1126.8393057111,4.99498672,5.2441,3.935,0.123
1872,Finland,FIN,172,1834.611,1145.0324354041,5.081128942,5.1028,4.212,0.129
1873,Finland,FIN,172,1859.976,1193.3974011911,5.2948542108,5.3731,4.605,0.129
1874,Finland,FIN,172,1886.117,1204.1201281367,5.3354535975,5.6844,5.01,0.122
1875,Finland,FIN,172,1912.647,1211.1848341232,5.3748960068,6.0084,5.026,0.123
1876,Finland,FIN,172,1942.656,1259.2427385892,5.5914611291,6.0214,5.355,0.106
1877,Finland,FIN,172,1971.431,1211.2003065917,5.3785772984,5.8895,5.183,0.096
1878,Finland,FIN,172,1994.573,1172.7665153807,5.1985095522,5.6894,4.469,0.095
1879,Finland,FIN,172,2032.669,1167.4041708044,5.1708472758,5.7007,4.265,0.096
1880,Finland,FIN,172,2060.782,1154.8265754763,5.1213076096,5.6664,4.725,0.095
1881,Finland,FIN,172,2082.643,1110.0579150579,4.9203090916,5.539,4.758,0.102
1882,Finland,FIN,172,2113.302,1202.8860819828,5.3369261141,6.1403,5.082,0.099
1883,Finland,FIN,172,2146.395,1229.8075117371,5.4581983754,6.2172,5.147,0.11
1884,Finland,FIN,172,2180.547,1219.3424214418,5.4043463391,6.1927,5.057,0.1
1885,Finland,FIN,172,2208.518,1231.2287015945,5.4579880159,6.0488,4.966,0.111
1886,Finland,FIN,172,2238.572,1275.5017985612,5.6603538708,6.313,4.858,0.115
1887,Finland,FIN,172,2278.14,1275.5374059318,5.6669801955,6.4462,4.846,0.099
1888,Finland,FIN,172,2314.179,1302.287456446,5.7781552,6.4286,5.073,0.104
1889,Finland,FIN,172,2347.702,1326.5877305877,5.8909079009,6.5732,5.623,0.114
1890,Finland,FIN,172,2380.14,1381.0401861252,6.1423927029,6.8216,5.954,0.122
1891,Finland,FIN,172,2408.3,1350.3901420217,6.00439686,6.6509,6.279,0.115
1892,Finland,FIN,172,2422.5,1279.8853529172,5.6834934176,6.1267,6.124,0.118
1893,Finland,FIN,172,2436.7,1340.9012345679,5.9491774869,6.3413,6.184,0.105
1894,Finland,FIN,172,2465.7,1399.4225408204,6.2174910503,6.8817,6.387,0.1
1895,Finland,FIN,172,2499.9,1492.3962948047,6.6259040516,7.4341,6.647,0.105
1896,Finland,FIN,172,2530.9,1569.9411530815,6.9688952433,7.7709,7.208,0.115
1897,Finland,FIN,172,2567.5,1624.1945861122,7.2133330015,8.2989,7.955,0.119
1898,Finland,FIN,172,2610.3,1668.1977597528,7.4204319455,8.6219,8.758,0.142
1899,Finland,FIN,172,2635.3,1606.9893292683,7.1417055861,8.4438,9.041,0.146
1900,Finland,FIN,172,2655.9,1668.4803476946,7.4200112265,9.0913,9.704,0.131
1901,Finland,FIN,172,2678.5,1636.1781027372,7.2671850378,8.5746,9.437,0.122
1902,Finland,FIN,172,2693.9,1591.3034251675,7.0690263732,8.4104,9.21,0.124
1903,Finland,FIN,172,2717.1,1685.7893569845,7.4920593609,9.1475,10.138,0.118
1904,Finland,FIN,172,2751.9,1730.9868372943,7.700420462,9.1246,10.364,0.121
1905,Finland,FIN,172,2773,1741.8236784939,7.741335388,9.3086,10.867,0.124
1906,Finland,FIN,172,2803.7,1794.3281922525,7.9770432263,9.6844,11.576,0.126
1907,Finland,FIN,172,2838.7,1834.4877702942,8.1630010389,10.1536,12.259,0.129
1908,Finland,FIN,172,2883,1828.9377839916,8.1354439422,9.9573,12.477,0.132
1909,Finland,FIN,172,2914.8,1884.3032080028,8.3875598228,10.1347,12.852,0.117
1910,Finland,FIN,172,2943.4,1906.4479344486,8.4846407397,10.2928,13.315,0.107
1911,Finland,FIN,172,2980,1939.1326806212,8.6318924012,10.4698,14.126,0.112
1912,Finland,FIN,172,3015.5,2022.4019346231,9.0071737787,10.7712,15.237,0.115
1913,Finland,FIN,172,3035.8,2110.6706309878,9.4065413209,11.1853,15.967,0.12
1914,Finland,FIN,172,3069.5,2000.6170979365,8.9141948724,10.3131,15.746,0.132
1915,Finland,FIN,172,3096.3,1881.6775867661,8.3722035781,10.2928,17.282,0.119
1916,Finland,FIN,172,3114.2,1893.037037037,8.4277384904,10.7477,24.277,0.121
1917,Finland,FIN,172,3134.3,1580.8889244558,7.0250612342,9.352,37.657,0.113
1918,Finland,FIN,172,3115.3,1369.8016,6.0906442618,7.1636,54.02,0.103
1919,Finland,FIN,172,3118,1658.2293872313,7.3675265271,8.9949,85.8,0.101
1920,Finland,FIN,172,3147.6,1845.5298436004,8.2065454588,9.3172,136.661,0.114
1921,Finland,FIN,172,3193.2,1884.452681388,8.3816697563,9.6336,161.047,0.106
1922,Finland,FIN,172,3227.8,2058.0143302181,9.1611569448,10.5756,176.895,0.119
1923,Finland,FIN,172,3258.6,2186.7992599445,9.7426958283,11.2794,189.908,0.138
1924,Finland,FIN,172,3286.2,2224.0437041565,9.9079332285,11.2612,201.233,0.141
1925,Finland,FIN,172,3322.1,2328.1949152542,10.3765090516,11.3135,216.966,0.131
1926,Finland,FIN,172,3355.2,2391.8089248278,10.6653326678,11.9775,226.325,0.151
1927,Finland,FIN,172,3380.6,2557.1175771972,11.4045360088,12.5359,253.279,0.153
1928,Finland,FIN,172,3412.1,2707.2352767962,12.0821040116,13.6766,273.405,0.195
1929,Finland,FIN,172,3435.3,2716.8177570094,12.1294349028,13.3999,265.205,0.165
1930,Finland,FIN,172,3462.7,2665.6338069006,11.8950944014,12.4463,240.112,0.138
1931,Finland,FIN,172,3489.6,2580.5972382048,11.5125556206,11.5706,213.148,0.108
1932,Finland,FIN,172,3516,2549.7636311733,11.3719302838,10.9585,214.896,0.115
1933,Finland,FIN,172,3536.6,2701.6446398185,12.0601214421,11.4672,230.542,0.103
1934,Finland,FIN,172,3561.6,2988.3741899127,13.3461543464,12.6215,261.274,0.119
1935,Finland,FIN,172,3589.6,3092.6619127517,13.8174648432,13.0259,274.964,0.141
1936,Finland,FIN,172,3612.4,3278.7758955846,14.6487004727,13.934,302.906,0.153
1937,Finland,FIN,172,3640.2,3441.1795366795,15.3794894332,15.3213,356.627,0.18
1938,Finland,FIN,172,3672.1,3589.443654267,16.0498000326,15.9788,384.656,0.183
1939,Finland,FIN,172,3699.7,3407.6977753663,15.2343413668,15.1386,374.325,0.199
1940,Finland,FIN,172,3695.617,3220.4153596539,14.3809128082,12.7076,428.602,0.225
1941,Finland,FIN,172,3707.815,3322.2109670448,14.8479109349,12.3356,531.06,0.101
1942,Finland,FIN,172,3708.801,3327.1734088457,14.8238247703,12.1578,658.368,0.11
1943,Finland,FIN,172,3732.532,3696.7258801398,16.5044921276,12.9733,843.431,0.107
1944,Finland,FIN,172,3737.096,3684.5799196787,16.4424360702,11.9207,946.386,0.083
1945,Finland,FIN,172,3778.89,3449.5159659393,15.3851691401,13.7341,1458.015,0.123
1946,Finland,FIN,172,3833.072,3682.9915922228,16.4232933542,14.6116,2187.894,0.167
1947,Finland,FIN,172,3885.284,3716.8450375745,16.570019117,15.6571,2974.164,0.178
1948,Finland,FIN,172,3937.84,3957.1950408998,17.6384351014,17.3164,4102.606,0.216
1949,Finland,FIN,172,3987.996,4143.2576331062,18.5051163095,18.0148,4438.435,0.222
1950,Finland,FIN,172,4029.803,4253.2864376762,19.0130293622,19.4987,5472.587,0.223
1951,Finland,FIN,172,4064.727,4571.1956118894,20.4375840081,20.817,7982.225,0.2280065993
1952,Finland,FIN,172,4116.228,4674.4896711893,20.9271957828,21.8916,8279.005,0.26283352
1953,Finland,FIN,172,4162.609,4651.640334348,20.8522026152,21.2155,8150.919,0.2701535897
1954,Finland,FIN,172,4211.191,5001.5524612482,22.4298989891,22.4492,9041.366,0.261022499
1955,Finland,FIN,172,4258.571,5196.8169260195,23.2857466821,24.1063,10006.85,0.2538261392
1956,Finland,FIN,172,4304.832,5295.3266226032,23.7057294569,24.8632,11126.386,0.2570466346
1957,Finland,FIN,172,4343.19,5490.0555041628,24.6442484399,24.1363,12180.226,0.2397328338
1958,Finland,FIN,172,4376.314,5474.3336850314,24.5231865381,23.2978,13178.269,0.2443416581
1959,Finland,FIN,172,4413.046,5753.5212870048,25.8081676448,24.7891,14190.642,0.2529836283
1960,Finland,FIN,172,4446.222,6230.3594003973,27.9717152723,26.6308,16199,0.2833508241
1961,Finland,FIN,172,4475.787,6657.9182623463,29.962452557,28.4739,18362,0.279381331
1962,Finland,FIN,172,4507.098,6818.9666439049,30.6440173905,29.9913,19661,0.2756726514
1963,Finland,FIN,172,4539.519,6993.9948829496,31.3867968434,31.1035,21352,0.2557137505
1964,Finland,FIN,172,4557.567,7306.7337591986,32.8803494108,32.6469,24083,0.252045011
1965,Finland,FIN,172,4569.896,7669.6002306884,34.5093735068,34.3611,26634,0.2635728768
1966,Finland,FIN,172,4591.842,7824.4979282315,35.1676936137,35.1085,28554,0.2647615045
1967,Finland,FIN,172,4619.645,7946.5988556898,35.7617488884,35.657,31321,0.250949842
1968,Finland,FIN,172,4633.292,8092.9970567186,36.4597217643,35.5202,35908,0.2308677732
1969,Finland,FIN,172,4614.277,8877.5754062959,39.9791416555,39.3532,40986,0.238374079
1970,Finland,FIN,172,4598.336,9576.8692794466,43.0859413551,42.4818,45743,0.2780531819
1971,Finland,FIN,172,4625.912,9764.6984339536,43.9680839877,43.1403,50257,0.2912031795
1972,Finland,FIN,172,4653.401,10447.539548721,47.0578445665,46.4991,58625,0.2956759551
1973,Finland,FIN,172,4678.761,11085.1054664503,49.8908613553,49.0015,71364,0.3052797926
1974,Finland,FIN,172,4702.387,11361.2960801812,51.1712145527,49.6158,90055,0.3161625669
