year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy
1987,Netherlands,NLD,138,14665.28,15737.0354656761,67.612936008,73.0244,458012.47527,0.2049900212
1988,Netherlands,NLD,138,14761.34,16043.5310102966,69.4737985515,73.7197,476093.91582,0.209982864
1989,Netherlands,NLD,138,14848.91,16695.2355483134,72.1116853702,75.6342,504561.4416,0.2126640932
1990,Netherlands,NLD,138,14951.51,17262.06918231,74.640199626,78.135,536938.34892,0.2130627227
1991,Netherlands,NLD,138,15066.22,17547.9043187958,75.842482366,79.628,567179.86125,0.2075316864
1992,Netherlands,NLD,138,15174.24,17719.6684592833,76.5883155841,79.6147,591253.18929,0.2055376579
1993,Netherlands,NLD,138,15274.94,17823.6639522401,77.0738156003,79.7213,608252.60823,0.1981921283
1994,Netherlands,NLD,138,15382.2,18222.9047428685,78.8713786455,80.7834,639181.67808,0.1929593407
1995,Netherlands,NLD,138,15459.05,18696.6973492904,80.9119465278,82.5503,672706.71831,0.1951798267
1996,Netherlands,NLD,138,15527.81,19247.868211938,83.3646237036,85.7956,704647.29105,0.2028044016
1997,Netherlands,NLD,138,15604.46,19972.66124821,86.4657894586,88.3008,754191.09927,0.205824732
1998,Netherlands,NLD,138,15699.26,20630.8873832076,89.3337358063,92.2893,798765.54144,0.2066732594
1999,Netherlands,NLD,138,15801.95,21456.9492803737,92.9235614558,96.5516,914182.64898,0.2344288614
2000,Netherlands,NLD,138,15907.85,22148.200835821,95.8395175678,99.3883,987396.50631,0.2292277168
2001,Netherlands,NLD,138,16017.45,22410.6650631479,96.9343644444,100.4243,1050499.74216,0.2245162535
2002,Netherlands,NLD,138,16122.83,22290.7252772324,96.4102323674,100.6847,1089736.79871,0.2134879404
2003,Netherlands,NLD,138,16223.25,22267.4079766435,96.2434723366,100.0071,1116555.94941,0.2087409779
2004,Netherlands,NLD,138,16318.2,22695.8259721256,98.0259495112,100.6592,1154609.61369,0.2051116638
2005,Netherlands,NLD,138,16407.49,23113.73626981,100,101.1282,1202364.00939,0.2059570132
2006,Netherlands,NLD,138,16491.46,23867.0107784343,103.6546664418,100,1276415.27652,0.212650981
2007,Netherlands,NLD,138,16570.61,24756.3624365103,107.7735401835,101.6202,1351491.2688,0.2180814636
2008,Netherlands,NLD,138,16645.31,25112.3115275971,109.5855657258,102.4626,1408529.89473,0.222813273
2009,Netherlands,NLD,138,16730.3280007297,24073.4154840879,105.4277499668,101.0779,1360879.0734,0.2130291155
2010,Netherlands,NLD,138,16816.3581205156,24302.6179585142,106.0112108071,100.5859534946,1391669.30952,0.1973818391
2011,Netherlands,NLD,138,16895.3034069075,25099.1182840193,107.2733188946,100.27983899,1416829.06659,0.2028248842
2012,Netherlands,NLD,138,16958.0547883984,25197.7830152726,105.1823198518,98.756948216,1421754.35844,0.1889876063
2013,Netherlands,NLD,138,17007.6486221574,25481.8972905289,104.1118049763,97.0960481213,1434300.07947,0.1791791438
1870,Norway,NOR,142,1735,1360.14,4.8730513002,7.99,542,0.1217712177
1871,Norway,NOR,142,1745,1376.09,4.9320825637,8.08,562,0.1245551601
1872,Norway,NOR,142,1755,1457.36,5.2234469425,8.37,640,0.15
1873,Norway,NOR,142,1767,1481.61,5.3095342018,8.73,729,0.1687242798
1874,Norway,NOR,142,1783,1523.75,5.4583421786,9.11,790,0.1835443038
1875,Norway,NOR,142,1803,1551.22,5.5543704666,9.35,771,0.1815823606
1876,Norway,NOR,142,1829,1572.45,5.6469142704,9.33,799,0.170212766
1877,Norway,NOR,142,1852,1564.75,5.6198582746,9.65,797,0.1706398996
1878,Norway,NOR,142,1877,1489.82,5.3462237719,9.08,706,0.157223796
1879,Norway,NOR,142,1902,1483.25,5.3215249272,8.92,662,0.1480362538
1880,Norway,NOR,142,1919,1517.29,5.4449166655,8.94,720,0.1472222222
1881,Norway,NOR,142,1923,1528.4,5.4851932047,9.14,739,0.1461434371
1882,Norway,NOR,142,1920,1527.94,5.4840658716,9.11,760,0.15
1883,Norway,NOR,142,1919,1523.01,5.464798723,9.34,750,0.1506666667
1884,Norway,NOR,142,1929,1542.13,5.5344884091,9.38,721,0.1470180305
1885,Norway,NOR,142,1944,1544.34,5.5429946502,9.4,679,0.1428571429
1886,Norway,NOR,142,1958,1541.74,5.5323362277,9.24,667,0.1379310345
1887,Norway,NOR,142,1970,1551.82,5.5702556157,9.15,659,0.1426403642
1888,Norway,NOR,142,1977,1618.52,5.8109924872,9.61,710,0.1464788732
1889,Norway,NOR,142,1984,1675.06,6.0126826376,10,770,0.1636363636
1890,Norway,NOR,142,1997,1709.49,6.1382265574,10.28,780,0.1782051282
1891,Norway,NOR,142,2013,1712.28,6.1497048586,10.46,802,0.1720698254
1892,Norway,NOR,142,2026,1733.8,6.2258510891,10.38,799,0.1627033792
1893,Norway,NOR,142,2038,1769.37,6.3550844629,10.56,809,0.1631644005
1894,Norway,NOR,142,2057,1763.72,6.3349974357,10.89,816,0.1642156863
1895,Norway,NOR,142,2083,1762.77,6.3301806486,11.06,832,0.1682692308
1896,Norway,NOR,142,2112,1787.95,6.4231343917,11.42,875,0.1634285714
1897,Norway,NOR,142,2142,1856.41,6.6723775043,11.58,919,0.1762785637
1898,Norway,NOR,142,2174,1844.25,6.6277966022,11.7,998,0.1893787575
1899,Norway,NOR,142,2204,1875.18,6.7396075544,11.86,1065,0.20657277
1900,Norway,NOR,142,2230,1876.69,6.7439119174,11.79,1115,0.1865470852
1901,Norway,NOR,142,2255,1902.13,6.8380954785,11.71,1101,0.1762034514
1902,Norway,NOR,142,2275,1914.36,6.8807291688,11.71,1088,0.1681985294
1903,Norway,NOR,142,2288,1891.49,6.8001760904,11.77,1081,0.1591119334
1904,Norway,NOR,142,2297,1887.66,6.7841884566,11.43,1081,0.1683626272
1905,Norway,NOR,142,2309,1892.1,6.8029431809,11.59,1105,0.1574660633
1906,Norway,NOR,142,2319,1962.05,7.053723566,11.74,1187,0.1735467565
1907,Norway,NOR,142,2329,2038.47,7.3303301289,12.02,1265,0.1920948617
1908,Norway,NOR,142,2346,2088.04,7.5111133734,12.24,1299,0.1909160893
1909,Norway,NOR,142,2367,2114.71,7.60498948,12.31,1316,0.1732522796
1910,Norway,NOR,142,2384,2185.97,7.8657108939,12.67,1435,0.1832752613
1911,Norway,NOR,142,2401,2255.09,8.1157738852,12.96,1530,0.2071895425
1912,Norway,NOR,142,2423,2344.46,8.4390110468,13.16,1680,0.2136904762
1913,Norway,NOR,142,2447,2447.06,8.8131831703,13.55,1857,0.2067851373
1914,Norway,NOR,142,2472,2472.28,8.9028573987,13.67,1919,0.2063574779
1915,Norway,NOR,142,2498,2554.23,9.2034454124,14.51,2594,0.1977640709
1916,Norway,NOR,142,2522,2627.84,9.4697010072,16.12,3871,0.2095065874
1917,Norway,NOR,142,2551,2361.31,8.5006044312,14.53,4489,0.2419247048
1918,Norway,NOR,142,2578,2242.88,8.0691432864,13.4,5048,0.1568938193
1919,Norway,NOR,142,2603,2601.96,9.3730578102,16.47,6195,0.3580306699
1920,Norway,NOR,142,2635,2739.06,9.8736962169,16.44,7500,0.3062666667
1921,Norway,NOR,142,2668,2442.9,8.7919688099,13.82,5448,0.236784141
1922,Norway,NOR,142,2695,2678.08,9.6471022523,15.33,4980,0.1929718876
1923,Norway,NOR,142,2713,2732.13,9.8420284037,15.67,4997,0.1923153892
1924,Norway,NOR,142,2729,2715.12,9.7816648373,15.3,5576,0.1829268293
1925,Norway,NOR,142,2747,2863.16,10.3183779051,15.48,5633,0.1867566128
1926,Norway,NOR,142,2763,2889.27,10.4119465572,15.45,4646,0.1715454154
1927,Norway,NOR,142,2775,2985.57,10.7613173511,16.07,4218,0.1623992413
1928,Norway,NOR,142,2785,3105.9,11.1973903134,16.58,4221,0.1878701729
1929,Norway,NOR,142,2795,3387.39,12.2141423366,17.45,4345,0.1949367089
1930,Norway,NOR,142,2807,3627.1,13.0807540801,18.14,4377,0.2296093215
1931,Norway,NOR,142,2824,3323.46,11.9816042516,17.56,3842,0.1928682978
1932,Norway,NOR,142,2842,3466.56,12.5023296855,17.49,3862,0.1680476437
1933,Norway,NOR,142,2858,3533.55,12.7417342542,17.66,3866,0.1691670978
1934,Norway,NOR,142,2874,3638.02,13.1211331041,17.99,4068,0.1895280236
1935,Norway,NOR,142,2889,3799.63,13.7070388915,18.64,4362,0.2116001834
1936,Norway,NOR,142,2904,4035.13,14.5643245153,19.36,4850,0.2228865979
1937,Norway,NOR,142,2919,4193.04,15.1360873958,20.22,5581,0.253359613
1938,Norway,NOR,142,2936,4262.21,15.3868677809,20.37,5827,0.2527887421
1939,Norway,NOR,142,2954,4440.63,16.0317023469,21.46,6253,0.255877179
1940,Norway,NOR,142,2973,4038.09,14.5709860294,20.59,,
1941,Norway,NOR,142,2990,4112.47,14.8401111995,20.56,,
1942,Norway,NOR,142,3009,3927.7,14.1708852434,20.27,,
1943,Norway,NOR,142,3032,3820.18,13.7773434866,20.14,,
1944,Norway,NOR,142,3060,3587.54,12.9317411337,19.32,,
1945,Norway,NOR,142,3091,3979.86,14.3602772138,20.26,,
1946,Norway,NOR,142,3127,4335.37,15.6593749505,20.99,10778,0.3105399889
1947,Norway,NOR,142,3165,4864.26,17.5923413762,22.74,12687,0.3721131867
1948,Norway,NOR,142,3201,5143.89,18.6151400044,22.83,13904,0.3652186421
1949,Norway,NOR,142,3234,5227.2,18.9184951086,23.71,14917,0.3794328618
1950,Norway,NOR,142,3265.126,5429.51,19.6590505082,24.01,16425,0.3540334855
1951,Norway,NOR,142,3295.871,5670.28,20.5390877648,23.81,20456,0.3478197106
1952,Norway,NOR,142,3327.728,5813.92,21.0644250162,24.54,22564,0.3471015777
1953,Norway,NOR,142,3360.888,5985.19,21.6911197669,25.27,22884,0.3527792344
1954,Norway,NOR,142,3394.246,6225.5,22.5706445994,25.78,24806,0.3684592437
1955,Norway,NOR,142,3427.409,6301.38,22.843151769,26.32,26376,0.366810737
1956,Norway,NOR,142,3459.992,6575.16,23.8451459762,26.85,29747,0.3595320537
1957,Norway,NOR,142,3491.938,6711.49,24.3496788066,27.23,31775,0.3608182533
1958,Norway,NOR,142,3522.993,6652.33,24.1331283555,27.08,31919,0.3773301169
1959,Norway,NOR,142,3552.851,6874.48,24.9458330772,27.96,33946,0.3559771402
1960,Norway,NOR,142,3581.239,7203.72,26.1501323438,30.03,33058,0.2895819469
1961,Norway,NOR,142,3609.8,7594.66,27.5806156358,31.54,36062,0.300066552
1962,Norway,NOR,142,3638.919,7746.04,28.1347511251,32.25,38843,0.2917642819
1963,Norway,NOR,142,3666.54,7981.69,28.9972634753,33.11,41682,0.2949954417
1964,Norway,NOR,142,3694.339,8315.95,30.2207274057,34.09,45837,0.2787922421
1965,Norway,NOR,142,3723.153,8689.79,31.5897197981,34.66,50563,0.2823210648
1966,Norway,NOR,142,3753.628,8945.22,32.5312479542,35.63,54568,0.2865049113
1967,Norway,NOR,142,3786.019,9422.75,34.290400104,36.7,59700,0.2965326633
1968,Norway,NOR,142,3818.983,9551.2,34.7709514835,37.73,63749,0.2685846052
1969,Norway,NOR,142,3850.977,9899.29,36.0557013437,40.32,69418,0.2429629203
1970,Norway,NOR,142,3877.386,10027.2,36.5091967274,40.02,91530,0.3290615099
1971,Norway,NOR,142,3903.039,10472.4,38.2967371758,41.98,102897,0.3414676813
1972,Norway,NOR,142,3933.004,10921.9,40.0325227837,42.75,114362,0.3115283049
1973,Norway,NOR,142,3960.613,11324.4,41.5528852738,44.03,129928,0.3320069577
1974,Norway,NOR,142,3985.258,11726.2,42.8734023405,45.17,150379,0.3649844726
1975,Norway,NOR,142,4007.313,12271.3,44.7798251945,47.4,171849,0.3744624641
1976,Norway,NOR,142,4026.152,12930,47.1664919736,50.07,196119,0.3888761415
1977,Norway,NOR,142,4043.205,13424.9,48.9005353394,53.11,220968,0.3810642265
1978,Norway,NOR,142,4058.671,13840.2,50.620640768,51.95,243888,0.2993833235
1979,Norway,NOR,142,4072.517,14411.3,52.6752566898,53.91,269067,0.2860179807
1980,Norway,NOR,142,4085.62,15076,54.8761184676,54.81,318279,0.282880743
1981,Norway,NOR,142,4099.702,15169.4,55.5100896414,54.68,365013,0.2776887399
1982,Norway,NOR,142,4114.787,15145.3,55.3613841494,54.97,404325,0.2876126878
1983,Norway,NOR,142,4128.432,15635.8,57.3368817806,55.89,449657,0.2637899555
1984,Norway,NOR,142,4140.095,16512.7,60.5577750962,57.57,506486,0.2752632847
1985,Norway,NOR,142,4152.419,17319.7,63.6462580082,62.98,562402,0.2749990221
1986,Norway,NOR,142,4166.596,17882.1,65.9646698889,65.91,581913,0.3289168656
1987,Norway,NOR,142,4186.147,18164.3,66.842554964,65.07,634875,0.3149029336
1988,Norway,NOR,142,4208.729,18059.1,66.3483731017,63.22,664084,0.3037928937
1989,Norway,NOR,142,4226.142,18156.7,66.7374055259,62.46,708635,0.2739153443
1990,Norway,NOR,142,4242.006,18466,67.7752694245,62.62,749860,0.2458392233
1991,Norway,NOR,142,4261.733,18951.3624748635,69.5526638745,63.76,790087,0.2217211522
1992,Norway,NOR,142,4286.357,19506.3177147976,71.5843231938,64.92,813093,0.2151106946
1993,Norway,NOR,142,4311.964,19930.8411951873,73.1613597962,66.09,855400,0.2202478373
1994,Norway,NOR,142,4336.638,20818.4862012987,76.4747969156,68.02,897243,0.2292634214
1995,Norway,NOR,142,4359.101,21578.2546856002,79.2887229613,70.39,963124,0.2396555376
1996,Norway,NOR,142,4381.277,22563.8854398715,82.9294966357,74.75,1054657,0.2266234425
1997,Norway,NOR,142,4405.672,23649.0204668075,86.9568430982,76.81,1141324,0.2492718983
1998,Norway,NOR,142,4432.718,24135.280369615,88.7853774795,78.58,1163192,0.2816792069
1999,Norway,NOR,142,4463.377,24455.056481859,89.9510399643,80.95,1265701,0.2445838314
2000,Norway,NOR,142,4492.4,25087.5990561838,92.3337098349,83.9,1507886,0.2174441569
2001,Norway,NOR,142,4515.195,25457.663004961,93.7119258623,85.32,1564585,0.2048057472
2002,Norway,NOR,142,4535.591,25723.8925917025,94.6109228129,87.5,1560181,0.204692917
2003,Norway,NOR,142,4555.4,25863.9043772226,95.0004676612,89.53,1619613,0.1958418462
2004,Norway,NOR,142,4574.56,26775.7620405023,98.1425501407,93.92,1752812,0.216572455
2005,Norway,NOR,142,4593.041,27358.4488704649,100,96.28,1958907,0.225932179
2006,Norway,NOR,142,4610.82,27921.1745416217,101.478183915,100,2180802,0.2417144854
2007,Norway,NOR,142,4627.926,28555.9548221343,103.0980968044,99.1410339722,2306446,0.2728999715
2008,Norway,NOR,142,4644.457,28464.3080142794,101.8899761729,100.8749272713,2559914,0.2601793213
2009,Norway,NOR,142,4698.7894821391,27893.1990713522,98.9681258306,101.9994112273,2382330,0.247814749
2010,Norway,NOR,142,4761.8539703363,27987.201447295,98.2102808449,104.526216193,2544266,0.253538778
2011,Norway,NOR,142,4824.9184585335,28465.3804361407,98.2447557589,105.6027863431,2750781,0.2583574411
2012,Norway,NOR,142,4887.9829467307,29401.6756882737,99.7711344147,107.8443936022,2908925,0.2652761628
2013,Norway,NOR,142,4944.2558746605,29830.4951223909,99.1988905076,109.4157002881,3003607,0.2829245037
1870,Portugal,PRT,182,4327,975.04,6.9336698891,,470,
1871,Portugal,PRT,182,4353,932.92,6.6322931621,,469,
1872,Portugal,PRT,182,4379,954.327,6.785387727,,497,
1873,Portugal,PRT,182,4405,988.195,7.0276120026,,528,
1874,Portugal,PRT,182,4431,966.373,6.8715096859,,563,
1875,Portugal,PRT,182,4458,959.399,6.821681265,,595,
1876,Portugal,PRT,182,4484,931.534,6.6223675812,,599,
1877,Portugal,PRT,182,4511,969.186,6.8916616227,,613,
1878,Portugal,PRT,182,4538,964.081,6.855167568,,612,
1879,Portugal,PRT,182,4571,959.09,6.8193753219,,596,
1880,Portugal,PRT,182,4610,947.289,6.7347572389,,608,
1881,Portugal,PRT,182,4651,970.329,6.8999830693,,634,
1882,Portugal,PRT,182,4691,992.326,7.0577897786,,650,
1883,Portugal,PRT,182,4732,1008.03,7.1704802115,,649,
1884,Portugal,PRT,182,4773,1033.73,7.3548553948,,678,
1885,Portugal,PRT,182,4815,1051.71,7.4838879456,,700,
1886,Portugal,PRT,182,4857,1100.06,7.8309824994,,737,
1887,Portugal,PRT,182,4899,1113.9,7.9303385661,,754,
1888,Portugal,PRT,182,4942,1117.56,7.9566062649,,798,
1889,Portugal,PRT,182,4985,1088.26,7.746264158,,813,
1890,Portugal,PRT,182,5028,1127.88,8.0306972167,,810,
1891,Portugal,PRT,182,5068,1099.45,7.8265711302,,811,
1892,Portugal,PRT,182,5104,1086.99,7.7372409027,,841,
1893,Portugal,PRT,182,5141,1100.95,7.8373990365,,860,
1894,Portugal,PRT,182,5178,1078.99,7.6798931024,,880,
1895,Portugal,PRT,182,5215,1117.35,7.9549018722,,931,
1896,Portugal,PRT,182,5252,1124.9,8.009041404,,953,
1897,Portugal,PRT,182,5290,1181.66,8.4160904764,,946,
1898,Portugal,PRT,182,5327,1214.38,8.6506951142,,967,
1899,Portugal,PRT,182,5366,1248.79,8.8976315342,,988,
1900,Portugal,PRT,182,5404,1302.18,9.2808191093,,1019,
1901,Portugal,PRT,182,5447,1269.32,9.0447105956,,994,
1902,Portugal,PRT,182,5494,1265.74,9.0190444472,,998,
1903,Portugal,PRT,182,5541,1273.06,9.0715798447,,1033,
1904,Portugal,PRT,182,5589,1278.94,9.1138888863,,1053,
1905,Portugal,PRT,182,5637,1232.93,8.7831364503,,1059,
1906,Portugal,PRT,182,5686,1230.57,8.766192782,,1068,
1907,Portugal,PRT,182,5735,1249.35,8.901140578,,1096,
1908,Portugal,PRT,182,5784,1219.23,8.6846827092,,1120,
1909,Portugal,PRT,182,5834,1208.09,8.6046765122,,1137,
1910,Portugal,PRT,182,5884,1227.91,8.7470434291,8.3462,1150,
1911,Portugal,PRT,182,5935,1241.62,8.8454971703,8.5409,1133,
1912,Portugal,PRT,182,5964,1256.54,8.9523726164,8.8364,1191,
1913,Portugal,PRT,182,5972,1250.33,8.908058407,8.8042,1209,
1914,Portugal,PRT,182,5980,1257.53,8.9593907038,8.899,1129,
1915,Portugal,PRT,182,5988,1227.79,8.7472439459,8.3058,1208,
1916,Portugal,PRT,182,5996,1233.66,8.7891519539,7.6441,1383,
1917,Portugal,PRT,182,6005,1212.49,8.6380625568,7.5536,1431,
1918,Portugal,PRT,182,6013,1149.68,8.190007802,7.1147,1737,
1919,Portugal,PRT,182,6021,1173.23,8.3579406089,6.9839,2227,
1920,Portugal,PRT,182,6029,1229.23,8.7574703019,7.048,3119,
1921,Portugal,PRT,182,6071,1289.9,9.1926919825,7.7448,3870,
1922,Portugal,PRT,182,6146,1429.87,10.2025947674,8.4112,6131,
1923,Portugal,PRT,182,6223,1473.41,10.5171053438,9.3173,9299,
1924,Portugal,PRT,182,6300,1401.27,9.9958619626,9.194,12133,
1925,Portugal,PRT,182,6378,1446.06,10.3192955359,9.6538,13450,
1926,Portugal,PRT,182,6457,1419.08,10.1243932214,9.6712,14203,
1927,Portugal,PRT,182,6538,1647.6,11.7751476493,10.8641,15344,
1928,Portugal,PRT,182,6619,1470.31,10.4924417793,10.1956,18249,
1929,Portugal,PRT,182,6701,1610.06,11.5020437889,10.934,20304,
1930,Portugal,PRT,182,6784,1570.75,11.217811247,10.8077,19877,
1931,Portugal,PRT,182,6869,1631.1,11.6541357699,11.174,19191,
1932,Portugal,PRT,182,6954,1642.51,11.7366484267,11.2962,19508,
1933,Portugal,PRT,182,7040,1732.1,12.3848189324,11.8361,19892,
1934,Portugal,PRT,182,7127,1783.92,12.7598855777,12.286,20668,
1935,Portugal,PRT,182,7216,1668.65,11.9251342041,11.8504,20890,
1936,Portugal,PRT,182,7305,1522.79,10.8698143676,10.8009,21322,
1937,Portugal,PRT,182,7396,1757.3,12.564682488,11.7658,22288,
1938,Portugal,PRT,182,7488,1747.33,12.4924964456,11.9691,23149,
1939,Portugal,PRT,182,7581,1748.98,12.5044271943,11.9929,23414,
1940,Portugal,PRT,182,7675,1615.11,11.5354298335,11.0455,24454,
1941,Portugal,PRT,182,7757,1746.94,12.4870824925,11.156,29039,
1942,Portugal,PRT,182,7826,1708.28,12.2082639037,10.7428,34111,
1943,Portugal,PRT,182,7896,1806.36,12.915386344,11.2657,36282,
1944,Portugal,PRT,182,7967,1892.68,13.5381914765,11.8173,35228,
1945,Portugal,PRT,182,8038,1803.56,12.8950338904,11.7637,36351,
1946,Portugal,PRT,182,8110,1927.87,13.7917449504,12.4261,42294,
1947,Portugal,PRT,182,8183,2070.51,14.8213986385,13.5269,46930,
1948,Portugal,PRT,182,8256,2046.27,14.6463474857,13.5382,47693,
1949,Portugal,PRT,182,8329,2056.55,14.7205386959,13.5833,48599,
1950,Portugal,PRT,182,8442.75,2086.41,14.9371970815,13.7262,50664,
1951,Portugal,PRT,182,8490.25,2167.66,15.5222048001,14.4047,57360,
1952,Portugal,PRT,182,8526.05,2161.38,15.4769882652,14.2641,58678,
1953,Portugal,PRT,182,8578.95,2297.95,16.4610243848,15.1664,58993,0.1828861051
1954,Portugal,PRT,182,8632.1,2393.39,17.1489974722,15.7511,62564,0.1791605396
1955,Portugal,PRT,182,8692.6,2474.75,17.7360103587,16.2775,65447,0.1788317264
1956,Portugal,PRT,182,8756,2564.07,18.380772079,16.2692,69943,0.2091989191
1957,Portugal,PRT,182,8817.65,2658.87,19.0651358643,17.062,74250,0.2173872054
1958,Portugal,PRT,182,8888.55,2672.31,19.1622862464,17.4327,79191,0.2316551123
1959,Portugal,PRT,182,8961.55,2794.05,20.0424546717,18.1742,84042,0.2265057947
1960,Portugal,PRT,182,9036.7,2955.84,21.2126706257,19.0236,88994,0.220306987
1961,Portugal,PRT,182,9031.2,3119.19,22.3998302479,20.0637,92648,0.2659204732
1962,Portugal,PRT,182,9019.8,3330.45,23.6754177721,21.1296,103987,0.2372508102
1963,Portugal,PRT,182,9081.6,3504.12,24.903883852,22.4052,107438,0.2385934213
1964,Portugal,PRT,182,9122.5,3718.39,26.3633452675,23.2249,116626,0.2467288598
1965,Portugal,PRT,182,9128.85,3992.4,28.3138722881,25.3651,135681,0.259682638
1966,Portugal,PRT,182,9108.8,4164,29.5309089113,26.3792,144812,0.2720976162
1967,Portugal,PRT,182,9103,4481.16,31.7775992225,27.6997,162217,0.2569952594
1968,Portugal,PRT,182,9115.05,4873.37,34.5557592709,29.5485,175432,0.2622725614
1969,Portugal,PRT,182,9097.2,4986.59,35.3565230495,28.8528,188229,0.2783949338
1970,Portugal,PRT,182,9044.2,5472.9,38.7848587714,31.7171,212358,0.2882726339
1971,Portugal,PRT,182,8990.45,5870.79,43.0731107234,35.0917,245768,0.3168638716
1972,Portugal,PRT,182,8970.45,6355.42,46.590576156,36.6987,289955,0.3397009881
1973,Portugal,PRT,182,8975.95,7062.98,51.7981975647,39.1483,342817,0.3299661335
1974,Portugal,PRT,182,9098.3,7047.69,51.6641520943,42.0116,405744,0.3284953074
1975,Portugal,PRT,182,9411.09,6517.2,47.4173068583,38.3151,469776,0.2824048057
1976,Portugal,PRT,182,9621.97,6814.2,49.3229181192,37.8989,561947,0.303523286
1977,Portugal,PRT,182,9662.6,7165.67,51.5590812992,38.7253,722257,0.3101320273
1978,Portugal,PRT,182,9698.78,7340,52.4492755637,41.0401,893364,0.2884384205
1979,Portugal,PRT,182,9724.56,7733.31,54.8416413189,43.852,1135905,0.3386160452
1980,Portugal,PRT,182,9777.8,8044.24,56.7624918554,47.3309,1476316,0.2908861229
1981,Portugal,PRT,182,9850.079,8114.45,57.1868856296,48.1606,1773726,0.3325949157
1982,Portugal,PRT,182,9859.65,8279.6,58.0568276989,49.0759,2144820,0.3273192916
1983,Portugal,PRT,182,9872.243,8254.66,57.7045197087,48.8427,2740339,0.3169882097
1984,Portugal,PRT,182,9885.387,8088.81,56.4197084124,48.7752,3365099,0.2848267936
1985,Portugal,PRT,182,9897.192,8305.99,57.8771646601,49.3492,4131014,0.2695695059
1986,Portugal,PRT,182,9907.411,8641.01,60.2778518617,52.4294,5061635,0.2534959585
1987,Portugal,PRT,182,9915.289,9185.11,64.224924505,56.7057,5928313,0.2772507087
1988,Portugal,PRT,182,9920.611,9867.74,69.2018513531,61.6129,6955462,0.2946170425
1989,Portugal,PRT,182,9923.147,10371.9,73.8740929473,64.2732,8184698,0.2877795529
1990,Portugal,PRT,182,9922.689,10826.4,77.0974002572,69.3114,9621111,0.2744597035
1991,Portugal,PRT,182,9919.009,11303.5,80.1612967234,75.1142,11031729,0.2649005415
1992,Portugal,PRT,182,9927.68,11416.7,80.8087654203,77.7855,12427242,0.2669815146
1993,Portugal,PRT,182,9967.832,11138.4,79.0682797314,77.9526,13209560,0.2398396135
1994,Portugal,PRT,182,10027.688,11178.7,79.6409556677,78.138,14617000,0.229209977
1995,Portugal,PRT,182,10065.543,11613.6,82.8208510937,79.1376,15802000,0.2306454055
1996,Portugal,PRT,182,10099.918,12000.9762453564,85.5905894372,81.5251,16809000,0.2360901772
1997,Portugal,PRT,182,10156.415,12460.1503285607,88.8869851149,83.9831,17859000,0.2576723327
1998,Portugal,PRT,182,10224.828,13012.7444661672,92.7663833435,87.8322,19246000,0.2704959842
1999,Portugal,PRT,182,10283.381,13465.664985637,96.0055314793,91.8952,23985498.275602,0.2757856323
2000,Portugal,PRT,182,10335.597,13922.2173845737,99.2848832304,94.8352,25755181.75901,0.2799105447
2001,Portugal,PRT,182,10386.753,14127.2592485619,100.6346619648,95.6243,27230973.265604,0.2736721209
2002,Portugal,PRT,182,10433.867,14170.9384916622,100.6650402576,96.4542,28595031.141548,0.2584290696
2003,Portugal,PRT,182,10479.955,13980.0695804182,98.8318155559,96.1358,29302103.689514,0.237450764
2004,Portugal,PRT,182,10524.145,14138.5974164184,99.42334007,98.0506,30547755.492884,0.2339399206
2005,Portugal,PRT,182,10566.212,14191.4650570072,100,99.6516,31806982.333438,0.2309744687
2006,Portugal,PRT,182,10605.87,14343.1627956971,101.3700840272,100,33329871.8734,0.2250080753
2007,Portugal,PRT,182,10642.836,14631.4179298007,103.6924756252,101.1879,35178115.4314,0.224811746
2008,Portugal,PRT,182,10676.91,14583.4890431782,103.749401627,102.6532,35860736.5932,0.2283765093
2009,Portugal,PRT,182,10708,14118.3441788882,100.5637206444,101.5833,35174206.0324,0.2114971826
2010,Portugal,PRT,182,10713.0662376987,14279.0475205784,102.4260815733,103.9710737426,36072686.1636,0.2052895074
2011,Portugal,PRT,182,10697.8675246026,14328.5808529325,100.7029176206,100.3710226313,35318212.253,0.1842107504
2012,Portugal,PRT,182,10654.2978803936,14061.704969253,97.7597482123,95.2422583677,33760767.836,0.1583860853
2013,Portugal,PRT,182,10595.5295230886,14204.9892203507,96.9657846316,94.6195049635,34135909.7544,0.1458520888
1870,Sweden,SWE,144,4164,1345.0631555755,5.9201102865,7.84,936.3213955451,0.0943082
1871,Sweden,SWE,144,4186,1391.7585230145,6.0948748379,8.35,996.1315569118,0.0860242
1872,Sweden,SWE,144,4227,1416.5171244695,6.2944279519,8.43,1133.3115104318,0.1276635
1873,Sweden,SWE,144,4274,1432.9356743476,6.466910711,8.68,1309.975551915,0.1681725
1874,Sweden,SWE,144,4320,1487.1458306632,6.3256470201,9.07,1411.067913226,0.1691756
1875,Sweden,SWE,144,4362,1434.1538140647,6.4151555115,8.8,1360.7518355381,0.1706855
1876,Sweden,SWE,144,4406,1524.975335724,6.7827315176,9.69,1447.6662667348,0.1517778
1877,Sweden,SWE,144,4457,1490.557968828,6.6592035765,9.56,1411.529747296,0.1521846
1878,Sweden,SWE,144,4508,1437.1788808494,6.5252001341,9.1,1274.0248849425,0.1418509
